CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Condition,Count,Footnote
34T061,UNC HOSPITALS INPATIENT REHAB,101 MANNING DR,-,CHAPEL HILL,NC,27514,Orange,(919) 984-5306,4,Stroke,119,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,All other conditions,150,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Brain disease or condition (non-traumatic),56,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Brain injury (traumatic),52,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Hip or femur fracture,76,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,"Hip or knee replacement, amputation or other bone or joint condition",156,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Nervous system disorder (excluding stroke),38,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Spinal cord disease or condition (non-traumatic),70,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Spinal cord injury (traumatic),33,-
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Stroke,261,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,All other conditions,90,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Brain disease or condition (non-traumatic),28,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Brain injury (traumatic),33,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Hip or femur fracture,31,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,"Hip or knee replacement, amputation or other bone or joint condition",83,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Nervous system disorder (excluding stroke),29,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Spinal cord disease or condition (non-traumatic),28,-
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Spinal cord injury (traumatic),Less than 11,1
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Stroke,280,-
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,All other conditions,Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Brain disease or condition (non-traumatic),Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Brain injury (traumatic),Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Hip or femur fracture,Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Nervous system disorder (excluding stroke),Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Spinal cord disease or condition (non-traumatic),Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Spinal cord injury (traumatic),Not Available,2
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Stroke,Not Available,2
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,All other conditions,152,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Brain disease or condition (non-traumatic),36,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Brain injury (traumatic),26,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Hip or femur fracture,31,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,"Hip or knee replacement, amputation or other bone or joint condition",56,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Nervous system disorder (excluding stroke),23,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Spinal cord disease or condition (non-traumatic),33,-
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Spinal cord injury (traumatic),Less than 11,1
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Stroke,157,-
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,All other conditions,Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Brain disease or condition (non-traumatic),Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Brain injury (traumatic),Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Hip or femur fracture,Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Nervous system disorder (excluding stroke),Less than 11,1
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Spinal cord disease or condition (non-traumatic),Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Spinal cord injury (traumatic),Not Available,2
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Stroke,Not Available,2
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,All other conditions,24,-
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Brain disease or condition (non-traumatic),Less than 11,1
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Brain injury (traumatic),Less than 11,1
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Hip or femur fracture,21,-
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,"Hip or knee replacement, amputation or other bone or joint condition",38,-
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Nervous system disorder (excluding stroke),Less than 11,1
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Spinal cord injury (traumatic),Less than 11,1
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Stroke,82,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,All other conditions,60,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Brain disease or condition (non-traumatic),26,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Brain injury (traumatic),13,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Hip or femur fracture,24,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,"Hip or knee replacement, amputation or other bone or joint condition",31,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Nervous system disorder (excluding stroke),37,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Spinal cord disease or condition (non-traumatic),18,-
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Spinal cord injury (traumatic),Less than 11,1
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Stroke,98,-
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,All other conditions,67,-
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Brain disease or condition (non-traumatic),Less than 11,1
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Brain injury (traumatic),Less than 11,1
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Hip or femur fracture,67,-
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,"Hip or knee replacement, amputation or other bone or joint condition",25,-
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Nervous system disorder (excluding stroke),21,-
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Spinal cord injury (traumatic),Less than 11,1
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Stroke,64,-
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,All other conditions,49,-
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Brain disease or condition (non-traumatic),Less than 11,1
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Brain injury (traumatic),Less than 11,1
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Hip or femur fracture,32,-
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,"Hip or knee replacement, amputation or other bone or joint condition",23,-
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Nervous system disorder (excluding stroke),Less than 11,1
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Spinal cord injury (traumatic),Less than 11,1
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,Stroke,55,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,All other conditions,155,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Brain disease or condition (non-traumatic),42,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Brain injury (traumatic),34,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Hip or femur fracture,71,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,"Hip or knee replacement, amputation or other bone or joint condition",75,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Nervous system disorder (excluding stroke),Less than 11,1
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Spinal cord disease or condition (non-traumatic),70,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Spinal cord injury (traumatic),17,-
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Stroke,175,-
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,All other conditions,11,-
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Brain disease or condition (non-traumatic),Not Available,2
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Brain injury (traumatic),Less than 11,1
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Hip or femur fracture,Less than 11,1
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,"Hip or knee replacement, amputation or other bone or joint condition",Less than 11,1
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Nervous system disorder (excluding stroke),Less than 11,1
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Spinal cord injury (traumatic),Less than 11,1
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Stroke,33,-
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,All other conditions,84,-
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Brain disease or condition (non-traumatic),Less than 11,1
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Brain injury (traumatic),Less than 11,1
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Hip or femur fracture,66,-
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,"Hip or knee replacement, amputation or other bone or joint condition",91,-
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Nervous system disorder (excluding stroke),Less than 11,1
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Spinal cord injury (traumatic),Not Available,2
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Stroke,128,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,All other conditions,64,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Brain disease or condition (non-traumatic),18,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Brain injury (traumatic),Less than 11,1
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Hip or femur fracture,15,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,"Hip or knee replacement, amputation or other bone or joint condition",58,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Nervous system disorder (excluding stroke),13,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Spinal cord disease or condition (non-traumatic),51,-
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Spinal cord injury (traumatic),Less than 11,1
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Stroke,100,-
